exp_number,task_id,job_id,job_state,job_exit_code,job_elapsed,run_id,strategy,n_target_labels,seed,config_path,experiment_dir,experiment_dir_exists,experiment_dir_populated,metrics_path,metrics_json_exists,metrics_parse_ok,status,status_reason,source_overlap_n,target_overlap_n,source_after_label_n,target_after_label_n,target_calibration_n,target_eval_n,source_train_n,source_test_n,actual_cal_n,actual_eval_n,target_r2,target_mae_log,target_smape,target_slope,target_intercept,target_r2_ci_lower,target_r2_ci_upper,target_r2_ci_mean,source_test_r2,log_out_path,log_err_path
27,25,10409707_25,COMPLETED,0:0,00:03:20,EXP-027_few_shot_main_fine_tune_n25_seed1337,fine_tune,25,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-027_few_shot_main_fine_tune_n25_seed1337/config/EXP-027_few_shot_main_fine_tune_n25_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-027_few_shot_main_fine_tune_n25_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-027_few_shot_main_fine_tune_n25_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,25,2430,5596,1399,25,2430,0.12989543998539888,0.08503680916004332,75.37012022478935,1.1727677546184683,-0.0277138742965445,0.10952037325878386,0.14879726207178287,0.12911341732201514,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_25.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_25.err
28,26,10409707_26,COMPLETED,0:0,00:03:20,EXP-028_few_shot_main_fine_tune_n25_seed2024,fine_tune,25,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-028_few_shot_main_fine_tune_n25_seed2024/config/EXP-028_few_shot_main_fine_tune_n25_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-028_few_shot_main_fine_tune_n25_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-028_few_shot_main_fine_tune_n25_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,25,235,2694,674,25,235,0.06926640909907789,0.11144630412337743,68.34689135150259,2.0730657796209297,-0.16892341429793978,0.008879969075564145,0.10504039464294354,0.06435791162974897,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_26.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_26.err
29,27,10409707_27,COMPLETED,0:0,00:03:27,EXP-029_few_shot_main_fine_tune_n25_seed2025,fine_tune,25,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-029_few_shot_main_fine_tune_n25_seed2025/config/EXP-029_few_shot_main_fine_tune_n25_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-029_few_shot_main_fine_tune_n25_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-029_few_shot_main_fine_tune_n25_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_27.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_27.err
30,28,10409707_28,COMPLETED,0:0,00:03:27,EXP-030_few_shot_main_fine_tune_n50_seed1337,fine_tune,50,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-030_few_shot_main_fine_tune_n50_seed1337/config/EXP-030_few_shot_main_fine_tune_n50_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-030_few_shot_main_fine_tune_n50_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-030_few_shot_main_fine_tune_n50_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,50,2405,5596,1399,50,2405,0.1095611160435418,0.08467326354069009,80.82578689371172,0.7553904428185652,0.024703706319169537,0.07378344810419342,0.1451650835576752,0.10880351454425458,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_28.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_28.err
31,29,10409707_29,COMPLETED,0:0,00:03:27,EXP-031_few_shot_main_fine_tune_n50_seed2024,fine_tune,50,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-031_few_shot_main_fine_tune_n50_seed2024/config/EXP-031_few_shot_main_fine_tune_n50_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-031_few_shot_main_fine_tune_n50_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-031_few_shot_main_fine_tune_n50_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,50,210,2694,674,50,210,0.058020391322034404,0.11318053792625338,73.6151108080982,1.8357082533672326,-0.1257372280872783,0.001365050412199261,0.09279495685572281,0.05232657991037963,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_29.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_29.err
32,30,10409707_30,COMPLETED,0:0,00:03:27,EXP-032_few_shot_main_fine_tune_n50_seed2025,fine_tune,50,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-032_few_shot_main_fine_tune_n50_seed2025/config/EXP-032_few_shot_main_fine_tune_n50_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-032_few_shot_main_fine_tune_n50_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-032_few_shot_main_fine_tune_n50_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_30.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_30.err
33,31,10409707_31,COMPLETED,0:0,00:03:31,EXP-033_few_shot_main_fine_tune_n100_seed1337,fine_tune,100,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-033_few_shot_main_fine_tune_n100_seed1337/config/EXP-033_few_shot_main_fine_tune_n100_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-033_few_shot_main_fine_tune_n100_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-033_few_shot_main_fine_tune_n100_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,100,2355,5596,1399,100,2355,0.1048240923054995,0.08224887350183374,78.4001498239332,0.7099705472639636,0.03773536391723791,0.06637161939419438,0.13853326597221124,0.10483139199428634,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_31.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_31.err
34,32,10409707_32,COMPLETED,0:0,00:03:31,EXP-034_few_shot_main_fine_tune_n100_seed2024,fine_tune,100,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-034_few_shot_main_fine_tune_n100_seed2024/config/EXP-034_few_shot_main_fine_tune_n100_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-034_few_shot_main_fine_tune_n100_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-034_few_shot_main_fine_tune_n100_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,100,160,2694,674,100,160,0.09642131578604429,0.10958438935678325,65.15729485055377,1.1832149103088576,-0.01960176377472421,0.020919847209285827,0.16278686344456206,0.08876116255268234,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_32.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_32.err
35,33,10409707_33,COMPLETED,0:0,00:03:31,EXP-035_few_shot_main_fine_tune_n100_seed2025,fine_tune,100,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-035_few_shot_main_fine_tune_n100_seed2025/config/EXP-035_few_shot_main_fine_tune_n100_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-035_few_shot_main_fine_tune_n100_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-035_few_shot_main_fine_tune_n100_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_33.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_33.err
36,34,10409707_34,COMPLETED,0:0,00:03:31,EXP-036_few_shot_main_fine_tune_n200_seed1337,fine_tune,200,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-036_few_shot_main_fine_tune_n200_seed1337/config/EXP-036_few_shot_main_fine_tune_n200_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-036_few_shot_main_fine_tune_n200_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-036_few_shot_main_fine_tune_n200_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,200,2255,5596,1399,200,2255,0.12865382009861392,0.08212634027377318,76.18885848726073,0.8682542604155525,0.012485891928032303,0.09665337357865554,0.15655522352556195,0.1264092159268955,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_34.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_34.err
37,35,10409707_35,COMPLETED,0:0,00:03:31,EXP-037_few_shot_main_fine_tune_n200_seed2024,fine_tune,200,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-037_few_shot_main_fine_tune_n200_seed2024/config/EXP-037_few_shot_main_fine_tune_n200_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-037_few_shot_main_fine_tune_n200_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-037_few_shot_main_fine_tune_n200_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,200,60,2694,674,200,60,0.04998573878773527,0.11511571535846805,61.48268023158947,0.8331426745601775,0.045590657366225966,-0.1497154164413303,0.16469510161529735,0.029090645427985357,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_35.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_35.err
38,36,10409707_36,COMPLETED,0:0,00:03:31,EXP-038_few_shot_main_fine_tune_n200_seed2025,fine_tune,200,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-038_few_shot_main_fine_tune_n200_seed2025/config/EXP-038_few_shot_main_fine_tune_n200_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-038_few_shot_main_fine_tune_n200_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-038_few_shot_main_fine_tune_n200_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_36.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_36.err
39,37,10409707_37,COMPLETED,0:0,00:03:31,EXP-039_few_shot_main_fine_tune_n500_seed1337,fine_tune,500,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-039_few_shot_main_fine_tune_n500_seed1337/config/EXP-039_few_shot_main_fine_tune_n500_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-039_few_shot_main_fine_tune_n500_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-039_few_shot_main_fine_tune_n500_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,500,1955,5596,1399,500,1955,0.12387318320708052,0.08080546677191118,70.92187474939973,0.881869781991252,0.013965422879144896,0.08783954254522948,0.1550692896609562,0.12257484547094681,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_37.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_37.err
40,38,10409707_38,FAILED,1:0,00:03:30,EXP-040_few_shot_main_fine_tune_n500_seed2024,fine_tune,500,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-040_few_shot_main_fine_tune_n500_seed2024/config/EXP-040_few_shot_main_fine_tune_n500_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-040_few_shot_main_fine_tune_n500_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-040_few_shot_main_fine_tune_n500_seed2024/results/metrics.json,False,False,missing_metrics,"ValueError: Found array with 0 sample(s) (shape=(0, 5)) while a minimum of 1 is required by SimpleImputer.",3368,261,3368,260,260,0,2694,674,,,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_38.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_38.err
41,39,10409707_39,COMPLETED,0:0,00:03:16,EXP-041_few_shot_main_fine_tune_n500_seed2025,fine_tune,500,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-041_few_shot_main_fine_tune_n500_seed2025/config/EXP-041_few_shot_main_fine_tune_n500_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-041_few_shot_main_fine_tune_n500_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-041_few_shot_main_fine_tune_n500_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_39.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_39.err
42,40,10409707_40,COMPLETED,0:0,00:03:16,EXP-042_few_shot_main_stacked_n10_seed1337,stacked,10,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-042_few_shot_main_stacked_n10_seed1337/config/EXP-042_few_shot_main_stacked_n10_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-042_few_shot_main_stacked_n10_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-042_few_shot_main_stacked_n10_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,10,2445,5596,1399,10,2445,0.04084243854990266,0.07570892102685645,60.20377558627447,0.8387189488070685,0.04398492133668291,0.011646421562950463,0.0710015180484408,0.04068571914662154,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_40.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_40.err
43,41,10409707_41,COMPLETED,0:0,00:03:16,EXP-043_few_shot_main_stacked_n10_seed2024,stacked,10,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-043_few_shot_main_stacked_n10_seed2024/config/EXP-043_few_shot_main_stacked_n10_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-043_few_shot_main_stacked_n10_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-043_few_shot_main_stacked_n10_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,10,250,2694,674,10,250,-0.031116230019125446,0.11932581103566527,75.7579675398832,0.579292070497421,0.10283034691385015,-0.09994918591642685,0.019170212268195173,-0.037327685837042504,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_41.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_41.err
44,42,10409707_42,COMPLETED,0:0,00:03:16,EXP-044_few_shot_main_stacked_n10_seed2025,stacked,10,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-044_few_shot_main_stacked_n10_seed2025/config/EXP-044_few_shot_main_stacked_n10_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-044_few_shot_main_stacked_n10_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-044_few_shot_main_stacked_n10_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_42.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_42.err
45,43,10409707_43,COMPLETED,0:0,00:03:26,EXP-045_few_shot_main_stacked_n25_seed1337,stacked,25,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-045_few_shot_main_stacked_n25_seed1337/config/EXP-045_few_shot_main_stacked_n25_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-045_few_shot_main_stacked_n25_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-045_few_shot_main_stacked_n25_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,25,2430,5596,1399,25,2430,0.12138273864027849,0.08583734417403155,76.69096768921018,1.0678680641778286,-0.014989813858653426,0.10281282086111096,0.14037772305870624,0.12039515776585132,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_43.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_43.err
46,44,10409707_44,COMPLETED,0:0,00:03:26,EXP-046_few_shot_main_stacked_n25_seed2024,stacked,25,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-046_few_shot_main_stacked_n25_seed2024/config/EXP-046_few_shot_main_stacked_n25_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-046_few_shot_main_stacked_n25_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-046_few_shot_main_stacked_n25_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,25,235,2694,674,25,235,0.05906603180126957,0.11221091007570941,72.45155079579298,1.405878730893641,-0.05218291282089138,0.002808760780158152,0.09364303677559307,0.05429205925941672,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_44.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_44.err
47,45,10409707_45,COMPLETED,0:0,00:03:26,EXP-047_few_shot_main_stacked_n25_seed2025,stacked,25,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-047_few_shot_main_stacked_n25_seed2025/config/EXP-047_few_shot_main_stacked_n25_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-047_few_shot_main_stacked_n25_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-047_few_shot_main_stacked_n25_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_45.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_45.err
48,46,10409707_46,COMPLETED,0:0,00:03:26,EXP-048_few_shot_main_stacked_n50_seed1337,stacked,50,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-048_few_shot_main_stacked_n50_seed1337/config/EXP-048_few_shot_main_stacked_n50_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-048_few_shot_main_stacked_n50_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-048_few_shot_main_stacked_n50_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,50,2405,5596,1399,50,2405,0.10874969956156189,0.08551618905702403,77.94980949589802,0.7382907681379138,0.024225049696462515,0.0708693336643475,0.1469976862266734,0.10796294422786873,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_46.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_46.err
49,47,10409707_47,COMPLETED,0:0,00:03:55,EXP-049_few_shot_main_stacked_n50_seed2024,stacked,50,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-049_few_shot_main_stacked_n50_seed2024/config/EXP-049_few_shot_main_stacked_n50_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-049_few_shot_main_stacked_n50_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-049_few_shot_main_stacked_n50_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,50,210,2694,674,50,210,-0.02294653256216872,0.11979415769502769,71.57831612377328,0.43103706203606884,0.11879732391174858,-0.09802675872364694,0.03832095393628323,-0.028410613151562618,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_47.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_47.err
50,48,10409707_48,COMPLETED,0:0,00:03:55,EXP-050_few_shot_main_stacked_n50_seed2025,stacked,50,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-050_few_shot_main_stacked_n50_seed2025/config/EXP-050_few_shot_main_stacked_n50_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-050_few_shot_main_stacked_n50_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-050_few_shot_main_stacked_n50_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_48.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_48.err
51,49,10409707_49,COMPLETED,0:0,00:03:55,EXP-051_few_shot_main_stacked_n100_seed1337,stacked,100,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-051_few_shot_main_stacked_n100_seed1337/config/EXP-051_few_shot_main_stacked_n100_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-051_few_shot_main_stacked_n100_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-051_few_shot_main_stacked_n100_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,100,2355,5596,1399,100,2355,0.10614065097675296,0.08180874361893448,78.0869825874489,0.7046827685630745,0.03960002247335682,0.06772381503527408,0.14029802536716082,0.10623331535858414,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_49.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_49.err
