exp_number,task_id,job_id,job_state,job_exit_code,job_elapsed,run_id,strategy,n_target_labels,seed,config_path,experiment_dir,experiment_dir_exists,experiment_dir_populated,metrics_path,metrics_json_exists,metrics_parse_ok,status,status_reason,source_overlap_n,target_overlap_n,source_after_label_n,target_after_label_n,target_calibration_n,target_eval_n,source_train_n,source_test_n,actual_cal_n,actual_eval_n,target_r2,target_mae_log,target_smape,target_slope,target_intercept,target_r2_ci_lower,target_r2_ci_upper,target_r2_ci_mean,source_test_r2,log_out_path,log_err_path
52,50,10409707_50,COMPLETED,0:0,00:03:55,EXP-052_few_shot_main_stacked_n100_seed2024,stacked,100,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-052_few_shot_main_stacked_n100_seed2024/config/EXP-052_few_shot_main_stacked_n100_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-052_few_shot_main_stacked_n100_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-052_few_shot_main_stacked_n100_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,100,160,2694,674,100,160,0.06598486956402017,0.11417321291586746,68.16372353470676,0.8149048075003616,0.04283547496672528,-0.002269879236006427,0.14031227156326523,0.06010207384478325,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_50.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_50.err
53,51,10409707_51,COMPLETED,0:0,00:03:55,EXP-053_few_shot_main_stacked_n100_seed2025,stacked,100,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-053_few_shot_main_stacked_n100_seed2025/config/EXP-053_few_shot_main_stacked_n100_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-053_few_shot_main_stacked_n100_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-053_few_shot_main_stacked_n100_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_51.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_51.err
54,52,10409707_52,COMPLETED,0:0,00:03:55,EXP-054_few_shot_main_stacked_n200_seed1337,stacked,200,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-054_few_shot_main_stacked_n200_seed1337/config/EXP-054_few_shot_main_stacked_n200_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-054_few_shot_main_stacked_n200_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-054_few_shot_main_stacked_n200_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,200,2255,5596,1399,200,2255,0.13433436957684342,0.08177856420205064,74.61203818551829,0.8720590776717275,0.01245087710430927,0.10275704734671749,0.16113151692710231,0.13221104800875388,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_52.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_52.err
55,53,10409707_53,COMPLETED,0:0,00:03:55,EXP-055_few_shot_main_stacked_n200_seed2024,stacked,200,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-055_few_shot_main_stacked_n200_seed2024/config/EXP-055_few_shot_main_stacked_n200_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-055_few_shot_main_stacked_n200_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-055_few_shot_main_stacked_n200_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,200,60,2694,674,200,60,0.041869570286650615,0.11566076515495279,63.27236672941072,0.7437350180664931,0.06336774970484574,-0.1711393162804464,0.16226832147027828,0.020410032363275175,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_53.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_53.err
56,54,10409707_54,COMPLETED,0:0,00:03:55,EXP-056_few_shot_main_stacked_n200_seed2025,stacked,200,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-056_few_shot_main_stacked_n200_seed2025/config/EXP-056_few_shot_main_stacked_n200_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-056_few_shot_main_stacked_n200_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-056_few_shot_main_stacked_n200_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_54.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_54.err
57,55,10409707_55,COMPLETED,0:0,00:02:26,EXP-057_few_shot_main_stacked_n500_seed1337,stacked,500,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-057_few_shot_main_stacked_n500_seed1337/config/EXP-057_few_shot_main_stacked_n500_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-057_few_shot_main_stacked_n500_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-057_few_shot_main_stacked_n500_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,500,1955,5596,1399,500,1955,0.10506025549969067,0.08226633504113937,69.90084383458165,0.7422600437385024,0.029412755526578106,0.06803495383680612,0.13473145522584798,0.10376346053425578,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_55.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_55.err
58,56,10409707_56,FAILED,1:0,00:02:25,EXP-058_few_shot_main_stacked_n500_seed2024,stacked,500,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-058_few_shot_main_stacked_n500_seed2024/config/EXP-058_few_shot_main_stacked_n500_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-058_few_shot_main_stacked_n500_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-058_few_shot_main_stacked_n500_seed2024/results/metrics.json,False,False,missing_metrics,"ValueError: Found array with 0 sample(s) (shape=(0, 5)) while a minimum of 1 is required by SimpleImputer.",3368,261,3368,260,260,0,2694,674,,,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_56.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_56.err
59,57,10409707_57,COMPLETED,0:0,00:02:26,EXP-059_few_shot_main_stacked_n500_seed2025,stacked,500,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-059_few_shot_main_stacked_n500_seed2025/config/EXP-059_few_shot_main_stacked_n500_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-059_few_shot_main_stacked_n500_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-059_few_shot_main_stacked_n500_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_57.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_57.err
60,58,10409707_58,COMPLETED,0:0,00:02:26,EXP-060_few_shot_main_target_only_n10_seed1337,target_only,10,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-060_few_shot_main_target_only_n10_seed1337/config/EXP-060_few_shot_main_target_only_n10_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-060_few_shot_main_target_only_n10_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-060_few_shot_main_target_only_n10_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,10,2445,5596,1399,10,2445,0.04098880064550092,0.07567777392386116,60.035586295250724,0.8396589954218905,0.043903502786456335,0.011791882932835616,0.07116304885425673,0.0408347963672978,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_58.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_58.err
61,59,10409707_59,COMPLETED,0:0,00:02:16,EXP-061_few_shot_main_target_only_n10_seed2024,target_only,10,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-061_few_shot_main_target_only_n10_seed2024/config/EXP-061_few_shot_main_target_only_n10_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-061_few_shot_main_target_only_n10_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-061_few_shot_main_target_only_n10_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,10,250,2694,674,10,250,-0.029767191861228115,0.11924023441341743,75.74703537655674,0.581584771732575,0.10239944623216526,-0.09908823531925381,0.020582360405099986,-0.035989742583470104,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_59.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_59.err
62,60,10409707_60,COMPLETED,0:0,00:02:16,EXP-062_few_shot_main_target_only_n10_seed2025,target_only,10,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-062_few_shot_main_target_only_n10_seed2025/config/EXP-062_few_shot_main_target_only_n10_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-062_few_shot_main_target_only_n10_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-062_few_shot_main_target_only_n10_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_60.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_60.err
63,61,10409707_61,COMPLETED,0:0,00:02:16,EXP-063_few_shot_main_target_only_n25_seed1337,target_only,25,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-063_few_shot_main_target_only_n25_seed1337/config/EXP-063_few_shot_main_target_only_n25_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-063_few_shot_main_target_only_n25_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-063_few_shot_main_target_only_n25_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,25,2430,5596,1399,25,2430,0.12174966750668059,0.08569946219536388,76.59632474719609,1.06614013754714,-0.014659728966496347,0.10319010606450994,0.14080231214265015,0.12077153767202448,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_61.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_61.err
64,62,10409707_62,COMPLETED,0:0,00:02:16,EXP-064_few_shot_main_target_only_n25_seed2024,target_only,25,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-064_few_shot_main_target_only_n25_seed2024/config/EXP-064_few_shot_main_target_only_n25_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-064_few_shot_main_target_only_n25_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-064_few_shot_main_target_only_n25_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,25,235,2694,674,25,235,0.05907349438697951,0.11221044564372323,72.45025293716316,1.405968265189508,-0.052199581885321665,0.0028171673291711424,0.09364754367996969,0.05429946329933448,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_62.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_62.err
65,63,10409707_63,COMPLETED,0:0,00:02:58,EXP-065_few_shot_main_target_only_n25_seed2025,target_only,25,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-065_few_shot_main_target_only_n25_seed2025/config/EXP-065_few_shot_main_target_only_n25_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-065_few_shot_main_target_only_n25_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-065_few_shot_main_target_only_n25_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_63.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_63.err
66,64,10409707_64,COMPLETED,0:0,00:02:58,EXP-066_few_shot_main_target_only_n50_seed1337,target_only,50,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-066_few_shot_main_target_only_n50_seed1337/config/EXP-066_few_shot_main_target_only_n50_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-066_few_shot_main_target_only_n50_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-066_few_shot_main_target_only_n50_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,50,2405,5596,1399,50,2405,0.10865077285288238,0.08551595899652349,78.14201576097086,0.7379229412147607,0.024275321154630634,0.07071911486001031,0.14691800308931335,0.10786185040164727,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_64.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_64.err
67,65,10409707_65,COMPLETED,0:0,00:02:58,EXP-067_few_shot_main_target_only_n50_seed2024,target_only,50,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-067_few_shot_main_target_only_n50_seed2024/config/EXP-067_few_shot_main_target_only_n50_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-067_few_shot_main_target_only_n50_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-067_few_shot_main_target_only_n50_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,50,210,2694,674,50,210,-0.022005510649585336,0.11974933066050646,71.55408669369095,0.4357464889447155,0.1179185624509824,-0.09668889670154689,0.03903955876990376,-0.02747027114579989,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_65.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_65.err
68,66,10409707_66,COMPLETED,0:0,00:02:58,EXP-068_few_shot_main_target_only_n50_seed2025,target_only,50,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-068_few_shot_main_target_only_n50_seed2025/config/EXP-068_few_shot_main_target_only_n50_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-068_few_shot_main_target_only_n50_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-068_few_shot_main_target_only_n50_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_66.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_66.err
69,67,10409707_67,COMPLETED,0:0,00:03:21,EXP-069_few_shot_main_target_only_n100_seed1337,target_only,100,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-069_few_shot_main_target_only_n100_seed1337/config/EXP-069_few_shot_main_target_only_n100_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-069_few_shot_main_target_only_n100_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-069_few_shot_main_target_only_n100_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,100,2355,5596,1399,100,2355,0.1062402249355866,0.08181942919756878,78.0951511984628,0.7048346355874424,0.039587228233298306,0.06784088385292386,0.14039076084653612,0.10633288773763522,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_67.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_67.err
70,68,10409707_68,COMPLETED,0:0,00:03:21,EXP-070_few_shot_main_target_only_n100_seed2024,target_only,100,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-070_few_shot_main_target_only_n100_seed2024/config/EXP-070_few_shot_main_target_only_n100_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-070_few_shot_main_target_only_n100_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-070_few_shot_main_target_only_n100_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,100,160,2694,674,100,160,0.06585945963980555,0.11418108724468119,68.17026518795657,0.8143584338987297,0.042937790925819744,-0.002402753006003665,0.14019288324899082,0.059979066591343895,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_68.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_68.err
71,69,10409707_69,COMPLETED,0:0,00:03:21,EXP-071_few_shot_main_target_only_n100_seed2025,target_only,100,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-071_few_shot_main_target_only_n100_seed2025/config/EXP-071_few_shot_main_target_only_n100_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-071_few_shot_main_target_only_n100_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-071_few_shot_main_target_only_n100_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_69.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_69.err
72,70,10409707_70,COMPLETED,0:0,00:03:21,EXP-072_few_shot_main_target_only_n200_seed1337,target_only,200,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-072_few_shot_main_target_only_n200_seed1337/config/EXP-072_few_shot_main_target_only_n200_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-072_few_shot_main_target_only_n200_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-072_few_shot_main_target_only_n200_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,200,2255,5596,1399,200,2255,0.13395644552716324,0.08162135991910814,74.42312440007083,0.8688153105887585,0.012884051207405933,0.10179878286279309,0.16057100323150447,0.13178747357176518,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_70.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_70.err
73,71,10409707_71,COMPLETED,0:0,00:03:25,EXP-073_few_shot_main_target_only_n200_seed2024,target_only,200,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-073_few_shot_main_target_only_n200_seed2024/config/EXP-073_few_shot_main_target_only_n200_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-073_few_shot_main_target_only_n200_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-073_few_shot_main_target_only_n200_seed2024/results/metrics.json,True,True,complete,,3368,261,3368,260,200,60,2694,674,200,60,0.04166202592085866,0.11567711798155207,63.28462563359576,0.7429869470283478,0.06349910198927435,-0.1711280389178143,0.16209946817385512,0.020205697693550757,0.23976142641769327,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_71.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_71.err
74,72,10409707_72,COMPLETED,0:0,00:03:25,EXP-074_few_shot_main_target_only_n200_seed2025,target_only,200,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-074_few_shot_main_target_only_n200_seed2025/config/EXP-074_few_shot_main_target_only_n200_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-074_few_shot_main_target_only_n200_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-074_few_shot_main_target_only_n200_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_72.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_72.err
75,73,10409707_73,COMPLETED,0:0,00:03:25,EXP-075_few_shot_main_target_only_n500_seed1337,target_only,500,1337,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-075_few_shot_main_target_only_n500_seed1337/config/EXP-075_few_shot_main_target_only_n500_seed1337.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-075_few_shot_main_target_only_n500_seed1337,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-075_few_shot_main_target_only_n500_seed1337/results/metrics.json,True,True,complete,,6995,2459,6995,2455,500,1955,5596,1399,500,1955,0.1055003216789403,0.08238089913583725,70.33543691142125,0.7437023755050481,0.029218075698448497,0.06841452439267343,0.1349003895844525,0.10420188892339378,0.20910587917217016,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_73.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_73.err
76,74,10409707_74,FAILED,1:0,00:03:25,EXP-076_few_shot_main_target_only_n500_seed2024,target_only,500,2024,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-076_few_shot_main_target_only_n500_seed2024/config/EXP-076_few_shot_main_target_only_n500_seed2024.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-076_few_shot_main_target_only_n500_seed2024,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-076_few_shot_main_target_only_n500_seed2024/results/metrics.json,False,False,missing_metrics,"ValueError: Found array with 0 sample(s) (shape=(0, 5)) while a minimum of 1 is required by SimpleImputer.",3368,261,3368,260,260,0,2694,674,,,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_74.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_74.err
77,75,10409707_75,COMPLETED,0:0,00:02:28,EXP-077_few_shot_main_target_only_n500_seed2025,target_only,500,2025,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-077_few_shot_main_target_only_n500_seed2025/config/EXP-077_few_shot_main_target_only_n500_seed2025.json,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-077_few_shot_main_target_only_n500_seed2025,True,True,/home/jmckerra/Code/FRESCO-v4/experiments/EXP-077_few_shot_main_target_only_n500_seed2025/results/metrics.json,True,True,null_metrics,no data after filters; metrics not computed,0,191,0,191,0,191,0,0,0,191,,,,,,,,,,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_75.out,/home/jmckerra/Code/FRESCO-v4/experiments/sweep_logs/exp003_main_10409707_75.err
